date,gender,age_group,cases,deaths
2021-05-04,female,total,6092,41
2021-05-04,male,00-04,259,0
2021-05-04,male,05-14,724,0
2021-05-04,male,15-34,2173,0
2021-05-04,male,35-59,2747,10
2021-05-04,male,60-79,834,49
2021-05-04,male,80+,103,21
2021-05-04,male,total,6841,80
2021-05-04,total,00-04,496,0
2021-05-04,total,05-14,1490,0
2021-05-04,total,15-34,4073,1
2021-05-04,total,35-59,5131,11
2021-05-04,total,60-79,1500,57
2021-05-04,total,80+,298,52
2021-05-04,total,total,12992,121
2021-05-05,female,00-04,255,0
2021-05-05,female,05-14,755,0
2021-05-05,female,15-34,1949,0
2021-05-05,female,35-59,2507,2
2021-05-05,female,60-79,724,19
2021-05-05,female,80+,167,14
2021-05-05,female,total,6363,35
2021-05-05,male,00-04,273,0
2021-05-05,male,05-14,822,0
2021-05-05,male,15-34,2174,1
2021-05-05,male,35-59,2634,9
2021-05-05,male,60-79,798,37
2021-05-05,male,80+,121,24
2021-05-05,male,total,6824,71
2021-05-05,total,00-04,537,0
2021-05-05,total,05-14,1593,0
2021-05-05,total,15-34,4143,1
2021-05-05,total,35-59,5159,11
2021-05-05,total,60-79,1525,57
2021-05-05,total,80+,290,38
2021-05-05,total,total,13256,107
2021-05-06,female,00-04,237,0
2021-05-06,female,05-14,682,0
2021-05-06,female,15-34,1669,0
2021-05-06,female,35-59,2008,2
2021-05-06,female,60-79,632,15
2021-05-06,female,80+,155,20
2021-05-06,female,total,5386,37
2021-05-06,male,00-04,239,0
2021-05-06,male,05-14,718,0
2021-05-06,male,15-34,1863,0
2021-05-06,male,35-59,2164,9
2021-05-06,male,60-79,638,22
2021-05-06,male,80+,100,21
2021-05-06,male,total,5728,52
2021-05-06,total,00-04,487,0
2021-05-06,total,05-14,1414,0
2021-05-06,total,15-34,3542,0
2021-05-06,total,35-59,4189,11
2021-05-06,total,60-79,1275,37
2021-05-06,total,80+,256,41
2021-05-06,total,total,11178,89
2021-05-07,female,00-04,215,0
2021-05-07,female,05-14,599,0
2021-05-07,female,15-34,1474,0
2021-05-07,female,35-59,1792,2
2021-05-07,female,60-79,544,13
2021-05-07,female,80+,146,22
2021-05-07,female,total,4770,37
2021-05-07,male,00-04,223,0
2021-05-07,male,05-14,628,0
2021-05-07,male,15-34,1621,0
2021-05-07,male,35-59,1902,6
2021-05-07,male,60-79,575,25
2021-05-07,male,80+,81,16
2021-05-07,male,total,5030,47
2021-05-07,total,00-04,445,0
2021-05-07,total,05-14,1237,0
2021-05-07,total,15-34,3108,0
2021-05-07,total,35-59,3703,8
2021-05-07,total,60-79,1120,38
2021-05-07,total,80+,227,38
2021-05-07,total,total,9842,84
2021-05-08,female,00-04,229,0
2021-05-08,female,05-14,503,0
2021-05-08,female,15-34,1197,0
2021-05-08,female,35-59,1467,2
2021-05-08,female,60-79,455,9
2021-05-08,female,80+,110,11
2021-05-08,female,total,3962,22
2021-05-08,male,00-04,194,0
2021-05-08,male,05-14,514,0
2021-05-08,male,15-34,1329,0
2021-05-08,male,35-59,1445,11
2021-05-08,male,60-79,424,19
2021-05-08,male,80+,51,7
2021-05-08,male,total,3958,37
2021-05-08,total,00-04,428,0
2021-05-08,total,05-14,1024,0
2021-05-08,total,15-34,2535,0
2021-05-08,total,35-59,2916,13
2021-05-08,total,60-79,879,28
2021-05-08,total,80+,163,18
2021-05-08,total,total,7949,59
2021-05-09,female,00-04,80,0
2021-05-09,female,05-14,199,0
2021-05-09,female,15-34,538,0
2021-05-09,female,35-59,619,0
2021-05-09,female,60-79,176,7
2021-05-09,female,80+,49,5
2021-05-09,female,total,1661,12
2021-05-09,male,00-04,106,0
2021-05-09,male,05-14,232,0
2021-05-09,male,15-34,589,0
2021-05-09,male,35-59,624,5
2021-05-09,male,60-79,199,9
2021-05-09,male,80+,49,14
2021-05-09,male,total,1800,28
2021-05-09,total,00-04,186,0
2021-05-09,total,05-14,435,0
2021-05-09,total,15-34,1134,0
